nutrition,value,measure,food_product,pr_daily_norm
Total lipid (fat),0.1,G,cherry,0.1282051282051282
"Carbohydrate, by difference",11.2,G,cherry,4.072727272727272
Vitamin E (alpha-tocopherol),0.02,MG,cherry,0.13333333333333333
"Calcium, Ca",7.0,MG,cherry,0.5384615384615384
"Potassium, K",110,MG,cherry,2.3404255319148937
"Zinc, Zn",0.03,MG,cherry,0.2727272727272727
Niacin,0.11,MG,cherry,0.6875
Vitamin B-6,0.03,MG,cherry,1.7647058823529411
"Choline, total",1.9,MG,cherry,0.34545454545454546
"Folate, DFE",0.0,UG,cherry,0.0
Vitamin K (phylloquinone),0.2,UG,cherry,0.16666666666666669
"Selenium, Se",0.1,UG,cherry,0.18181818181818182
Protein,3.17,G,chestnut,6.34
Total lipid (fat),2.2,G,chestnut,2.8205128205128207
"Carbohydrate, by difference",53.0,G,chestnut,19.272727272727273
"Fiber, total dietary",5.1,G,chestnut,18.21428571428571
"Calcium, Ca",29.0,MG,chestnut,2.230769230769231
"Iron, Fe",0.91,MG,chestnut,5.055555555555555
"Magnesium, Mg",33.0,MG,chestnut,7.857142857142857
"Phosphorus, P",107,MG,chestnut,8.559999999999999
"Potassium, K",592,MG,chestnut,12.595744680851064
"Sodium, Na",2.0,MG,chestnut,0.08695652173913043
"Zinc, Zn",0.57,MG,chestnut,5.181818181818181
"Copper, Cu",0.507,MG,chestnut,56.333333333333336
"Selenium, Se",1.2,UG,chestnut,2.1818181818181817
"Vitamin A, RAE",1.0,UG,chestnut,0.1111111111111111
Vitamin E (alpha-tocopherol),0.5,MG,chestnut,3.3333333333333335
Vitamin D (D2 + D3),0.0,UG,chestnut,0.0
"Vitamin C, total ascorbic acid",26.0,MG,chestnut,28.888888888888886
Thiamin,0.243,MG,chestnut,20.25
Riboflavin,0.175,MG,chestnut,13.461538461538462
Niacin,1.34,MG,chestnut,8.375
Vitamin B-6,0.497,MG,chestnut,29.235294117647058
Vitamin B-12,0.0,UG,chestnut,0.0
"Choline, total",1.5,MG,chestnut,0.27272727272727276
Vitamin K (phylloquinone),7.8,UG,chestnut,6.5
"Folate, DFE",70.0,UG,chestnut,17.5
Cholesterol,0.0,MG,chestnut,0.0
"Fatty acids, total saturated",0.414,G,chestnut,2.07
Vitamin E (alpha-tocopherol),0.07,MG,chicken,0.46666666666666673
Vitamin K (phylloquinone),0.6,UG,chicken,0.5
"Choline, total",9.1,MG,chicken,1.6545454545454543
"Vitamin A, RAE",2.0,UG,chicken,0.2222222222222222
Vitamin D (D2 + D3),0.0,UG,chicken,0.0
"Folate, DFE",1.0,UG,chicken,0.25
"Calcium, Ca",18.0,MG,chicken,1.3846153846153846
"Potassium, K",95.0,MG,chicken,2.021276595744681
"Zinc, Zn",0.36,MG,chicken,3.2727272727272725
Total lipid (fat),1.38,G,chicken,1.7692307692307692
Niacin,0.577,MG,chicken,3.6062499999999997
Pantothenic acid,0.098,MG,chicken,1.96
Vitamin B-6,0.083,MG,chicken,4.882352941176471
Protein,2.16,G,chicken,4.32
"Fiber, total dietary",1.8,G,chicken,6.42857142857143
"Iron, Fe",0.38,MG,chicken,2.111111111111111
"Magnesium, Mg",6.0,MG,chicken,1.4285714285714286
"Phosphorus, P",32.0,MG,chicken,2.56
"Sodium, Na",12.0,MG,chicken,0.5217391304347827
"Copper, Cu",0.04,MG,chicken,4.444444444444445
"Manganese, Mn",0.03,MG,chicken,1.3043478260869565
"Vitamin C, total ascorbic acid",0.2,MG,chicken,0.2222222222222222
Thiamin,0.02,MG,chicken,1.6666666666666667
Riboflavin,0.057,MG,chicken,4.384615384615385
Vitamin B-12,0.02,UG,chicken,0.8333333333333334
Cholesterol,5.0,MG,chicken,1.6666666666666667
"Fatty acids, total saturated",0.347,G,chicken,1.7349999999999997
"Carbohydrate, by difference",10.9,G,chicken,3.963636363636364
"Selenium, Se",2.5,UG,chicken,4.545454545454546
Protein,8.23,G,chickpea,16.46
Total lipid (fat),8.91,G,chickpea,11.423076923076923
"Carbohydrate, by difference",25.5,G,chickpea,9.272727272727273
"Fiber, total dietary",7.1,G,chickpea,25.357142857142854
"Calcium, Ca",46.0,MG,chickpea,3.5384615384615383
"Iron, Fe",2.7,MG,chickpea,15.000000000000002
"Magnesium, Mg",45.0,MG,chickpea,10.714285714285714
"Phosphorus, P",156,MG,chickpea,12.479999999999999
"Potassium, K",270,MG,chickpea,5.74468085106383
"Sodium, Na",222,MG,chickpea,9.652173913043478
"Zinc, Zn",1.42,MG,chickpea,12.909090909090908
"Copper, Cu",0.327,MG,chickpea,36.333333333333336
"Selenium, Se",3.4,UG,chickpea,6.181818181818182
"Vitamin A, RAE",1.0,UG,chickpea,0.1111111111111111
Vitamin E (alpha-tocopherol),1.38,MG,chickpea,9.2
Vitamin D (D2 + D3),0.0,UG,chickpea,0.0
"Vitamin C, total ascorbic acid",1.1,MG,chickpea,1.2222222222222223
Thiamin,0.102,MG,chickpea,8.5
Riboflavin,0.056,MG,chickpea,4.3076923076923075
Niacin,0.464,MG,chickpea,2.9000000000000004
Vitamin B-6,0.123,MG,chickpea,7.235294117647059
Vitamin B-12,0.0,UG,chickpea,0.0
"Choline, total",39.8,MG,chickpea,7.236363636363635
Vitamin K (phylloquinone),10.8,UG,chickpea,9.000000000000002
"Folate, DFE",152,UG,chickpea,38.0
Cholesterol,0.0,MG,chickpea,0.0
"Fatty acids, total saturated",1.14,G,chickpea,5.699999999999999
Vitamin K (phylloquinone),108,UG,chile pepper,90.0
"Carbohydrate, by difference",69.9,G,chile pepper,25.418181818181818
Vitamin E (alpha-tocopherol),3.14,MG,chile pepper,20.933333333333334
"Folate, DFE",51.0,UG,chile pepper,12.75
"Choline, total",84.3,MG,chile pepper,15.327272727272726
"Vitamin A, RAE",1320.0,UG,chile pepper,146.66666666666666
"Calcium, Ca",45.0,MG,chile pepper,3.4615384615384617
"Potassium, K",1870.0,MG,chile pepper,39.787234042553195
"Zinc, Zn",1.02,MG,chile pepper,9.272727272727273
Niacin,8.67,MG,chile pepper,54.1875
Pantothenic acid,0.956,MG,chile pepper,19.119999999999997
Vitamin B-6,0.81,MG,chile pepper,47.64705882352941
Total lipid (fat),5.81,G,chile pepper,7.448717948717948
"Fiber, total dietary",28.7,G,chile pepper,102.49999999999999
"Iron, Fe",6.04,MG,chile pepper,33.55555555555556
"Magnesium, Mg",88.0,MG,chile pepper,20.952380952380953
"Phosphorus, P",159,MG,chile pepper,12.72
"Sodium, Na",91.0,MG,chile pepper,3.956521739130435
"Copper, Cu",0.228,MG,chile pepper,25.333333333333336
"Manganese, Mn",0.821,MG,chile pepper,35.69565217391305
Protein,10.6,G,chile pepper,21.2
"Fatty acids, total saturated",0.813,G,chile pepper,4.0649999999999995
"Vitamin C, total ascorbic acid",31.4,MG,chile pepper,34.888888888888886
Thiamin,0.081,MG,chile pepper,6.75
Riboflavin,1.2,MG,chile pepper,92.3076923076923
Vitamin B-12,0.0,UG,chile pepper,0.0
Cholesterol,0.0,MG,chile pepper,0.0
Vitamin D (D2 + D3),0.0,UG,chile pepper,0.0
"Selenium, Se",3.5,UG,chile pepper,6.363636363636363
Total lipid (fat),9.79,G,chili,12.551282051282051
"Carbohydrate, by difference",4.57,G,chili,1.661818181818182
"Calcium, Ca",34.0,MG,chili,2.6153846153846154
"Potassium, K",320,MG,chili,6.808510638297872
"Zinc, Zn",2.23,MG,chili,20.272727272727273
"Selenium, Se",13.1,UG,chili,23.81818181818182
Vitamin E (alpha-tocopherol),1.15,MG,chili,7.666666666666666
Niacin,3.56,MG,chili,22.25
Pantothenic acid,0.405,MG,chili,8.1
Vitamin B-6,0.321,MG,chili,18.88235294117647
Protein,12.6,G,chili,25.2
"Fiber, total dietary",1.4,G,chili,5.0
"Iron, Fe",1.46,MG,chili,8.11111111111111
"Magnesium, Mg",18.0,MG,chili,4.285714285714286
"Phosphorus, P",104,MG,chili,8.32
"Sodium, Na",381,MG,chili,16.565217391304348
"Copper, Cu",0.086,MG,chili,9.555555555555555
"Manganese, Mn",0.084,MG,chili,3.6521739130434785
"Vitamin A, RAE",149,UG,chili,16.555555555555557
"Vitamin C, total ascorbic acid",1.1,MG,chili,1.2222222222222223
Thiamin,0.037,MG,chili,3.0833333333333335
Riboflavin,0.207,MG,chili,15.92307692307692
Vitamin B-12,1.26,UG,chili,52.5
Cholesterol,45.0,MG,chili,15.0
"Fatty acids, total saturated",4.15,G,chili,20.75
Protein,3.27,G,chive,6.54
Total lipid (fat),0.73,G,chive,0.9358974358974358
"Carbohydrate, by difference",4.35,G,chive,1.5818181818181818
"Fiber, total dietary",2.5,G,chive,8.928571428571429
"Calcium, Ca",92.0,MG,chive,7.076923076923077
"Iron, Fe",1.6,MG,chive,8.88888888888889
"Magnesium, Mg",42.0,MG,chive,10.0
"Phosphorus, P",58.0,MG,chive,4.64
"Potassium, K",296,MG,chive,6.297872340425532
"Sodium, Na",3.0,MG,chive,0.13043478260869568
"Zinc, Zn",0.56,MG,chive,5.090909090909091
"Copper, Cu",0.157,MG,chive,17.444444444444443
"Selenium, Se",0.9,UG,chive,1.6363636363636365
"Vitamin A, RAE",218,UG,chive,24.22222222222222
Vitamin E (alpha-tocopherol),0.21,MG,chive,1.4000000000000001
Vitamin D (D2 + D3),0.0,UG,chive,0.0
"Vitamin C, total ascorbic acid",58.1,MG,chive,64.55555555555556
Thiamin,0.078,MG,chive,6.5
Riboflavin,0.115,MG,chive,8.846153846153847
Niacin,0.647,MG,chive,4.04375
Vitamin B-6,0.138,MG,chive,8.11764705882353
Vitamin B-12,0.0,UG,chive,0.0
"Choline, total",5.2,MG,chive,0.9454545454545455
Vitamin K (phylloquinone),213,UG,chive,177.5
"Folate, DFE",105,UG,chive,26.25
Cholesterol,0.0,MG,chive,0.0
"Fatty acids, total saturated",0.146,G,chive,0.7299999999999999
Protein,1.34,G,chocolate,2.68
Total lipid (fat),2.15,G,chocolate,2.7564102564102564
"Carbohydrate, by difference",29.6,G,chocolate,10.763636363636364
"Fiber, total dietary",1.8,G,chocolate,6.42857142857143
"Calcium, Ca",39.0,MG,chocolate,3.0
"Iron, Fe",0.12,MG,chocolate,0.6666666666666666
"Magnesium, Mg",8.0,MG,chocolate,1.9047619047619049
"Phosphorus, P",37.0,MG,chocolate,2.96
"Potassium, K",134,MG,chocolate,2.851063829787234
"Sodium, Na",62.0,MG,chocolate,2.6956521739130435
"Zinc, Zn",0.14,MG,chocolate,1.2727272727272727
"Copper, Cu",0.025,MG,chocolate,2.777777777777778
"Selenium, Se",0.4,UG,chocolate,0.7272727272727273
"Vitamin A, RAE",5.0,UG,chocolate,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,chocolate,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,chocolate,0.0
"Vitamin C, total ascorbic acid",3.6,MG,chocolate,4.0
Thiamin,0.038,MG,chocolate,3.166666666666667
Riboflavin,0.084,MG,chocolate,6.461538461538462
Niacin,0.105,MG,chocolate,0.65625
Vitamin B-6,0.045,MG,chocolate,2.6470588235294117
Vitamin B-12,0.08,UG,chocolate,3.3333333333333335
"Choline, total",4.6,MG,chocolate,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,chocolate,1.7500000000000002
"Folate, DFE",3.0,UG,chocolate,0.75
Cholesterol,2.0,MG,chocolate,0.6666666666666667
"Fatty acids, total saturated",0.64,G,chocolate,3.2
Protein,2.13,G,cilantro,4.26
Total lipid (fat),0.52,G,cilantro,0.6666666666666667
"Carbohydrate, by difference",3.67,G,cilantro,1.3345454545454545
"Fiber, total dietary",2.8,G,cilantro,10.0
"Calcium, Ca",67.0,MG,cilantro,5.153846153846154
"Iron, Fe",1.77,MG,cilantro,9.833333333333332
"Magnesium, Mg",26.0,MG,cilantro,6.190476190476191
"Phosphorus, P",48.0,MG,cilantro,3.84
"Potassium, K",521,MG,cilantro,11.085106382978724
"Sodium, Na",46.0,MG,cilantro,2.0
"Zinc, Zn",0.5,MG,cilantro,4.545454545454546
"Copper, Cu",0.225,MG,cilantro,25.0
"Selenium, Se",0.9,UG,cilantro,1.6363636363636365
"Vitamin A, RAE",337,UG,cilantro,37.44444444444445
Vitamin E (alpha-tocopherol),2.5,MG,cilantro,16.666666666666664
Vitamin D (D2 + D3),0.0,UG,cilantro,0.0
"Vitamin C, total ascorbic acid",27.0,MG,cilantro,30.0
Thiamin,0.067,MG,cilantro,5.583333333333334
Riboflavin,0.162,MG,cilantro,12.461538461538462
Niacin,1.11,MG,cilantro,6.937500000000001
Vitamin B-6,0.149,MG,cilantro,8.764705882352942
Vitamin B-12,0.0,UG,cilantro,0.0
"Choline, total",12.8,MG,cilantro,2.3272727272727276
Vitamin K (phylloquinone),310,UG,cilantro,258.33333333333337
"Folate, DFE",62.0,UG,cilantro,15.5
Cholesterol,0.0,MG,cilantro,0.0
"Fatty acids, total saturated",0.014,G,cilantro,0.06999999999999999
Vitamin E (alpha-tocopherol),0.31,MG,cinnamon,2.0666666666666664
Total lipid (fat),1.8,G,cinnamon,2.307692307692308
"Carbohydrate, by difference",48.1,G,cinnamon,17.490909090909092
Niacin,3.67,MG,cinnamon,22.9375
Pantothenic acid,0.209,MG,cinnamon,4.18
Vitamin B-6,0.066,MG,cinnamon,3.882352941176471
"Calcium, Ca",114,MG,cinnamon,8.76923076923077
"Potassium, K",173,MG,cinnamon,3.6808510638297873
"Zinc, Zn",0.97,MG,cinnamon,8.818181818181818
"Selenium, Se",21.6,UG,cinnamon,39.27272727272727
"Copper, Cu",0.16,MG,cinnamon,17.77777777777778
"Manganese, Mn",0.575,MG,cinnamon,25.0
"Vitamin C, total ascorbic acid",1.3,MG,cinnamon,1.4444444444444446
Thiamin,0.412,MG,cinnamon,34.333333333333336
Riboflavin,0.215,MG,cinnamon,16.538461538461537
"Fiber, total dietary",2.6,G,cinnamon,9.285714285714286
"Iron, Fe",4.5,MG,cinnamon,25.0
"Magnesium, Mg",23.0,MG,cinnamon,5.476190476190476
"Phosphorus, P",91.0,MG,cinnamon,7.28
"Vitamin A, RAE",0.0,UG,cinnamon,0.0
Vitamin K (phylloquinone),2.5,UG,cinnamon,2.083333333333333
"Fatty acids, total saturated",0.54,G,cinnamon,2.7
Protein,7.91,G,cinnamon,15.82
"Sodium, Na",299,MG,cinnamon,13.0
"Choline, total",16.0,MG,cinnamon,2.909090909090909
"Folate, DFE",112,UG,cinnamon,28.000000000000004
Vitamin B-12,0.0,UG,cinnamon,0.0
Cholesterol,0.0,MG,cinnamon,0.0
Vitamin D (D2 + D3),0.0,UG,cinnamon,0.0
Protein,0.0,G,citrus,0.0
"Fiber, total dietary",0.0,G,citrus,0.0
"Iron, Fe",0.0,MG,citrus,0.0
"Magnesium, Mg",0.0,MG,citrus,0.0
"Phosphorus, P",0.0,MG,citrus,0.0
"Sodium, Na",10.0,MG,citrus,0.43478260869565216
"Copper, Cu",0.0,MG,citrus,0.0
"Manganese, Mn",0.0,MG,citrus,0.0
"Vitamin A, RAE",0.0,UG,citrus,0.0
Vitamin D (D2 + D3),0.0,UG,citrus,0.0
"Vitamin C, total ascorbic acid",25.0,MG,citrus,27.77777777777778
"Fatty acids, total saturated",0.0,G,citrus,0.0
Vitamin K (phylloquinone),0.0,UG,citrus,0.0
Cholesterol,0.0,MG,citrus,0.0
Total lipid (fat),0.0,G,citrus,0.0
"Carbohydrate, by difference",11.3,G,citrus,4.109090909090909
"Calcium, Ca",8.0,MG,citrus,0.6153846153846154
"Potassium, K",4.0,MG,citrus,0.0851063829787234
"Zinc, Zn",0.0,MG,citrus,0.0
"Selenium, Se",0.0,UG,citrus,0.0
Vitamin E (alpha-tocopherol),0.0,MG,citrus,0.0
Niacin,0.0,MG,citrus,0.0
Pantothenic acid,0.0,MG,citrus,0.0
Vitamin B-6,0.0,MG,citrus,0.0
"Choline, total",0.0,MG,citrus,0.0
"Folate, DFE",0.0,UG,citrus,0.0
Vitamin B-12,0.0,UG,citrus,0.0
Thiamin,0.0,MG,citrus,0.0
Riboflavin,0.0,MG,citrus,0.0
Protein,11.8,G,clam,23.6
Total lipid (fat),7.92,G,clam,10.153846153846153
"Carbohydrate, by difference",10.2,G,clam,3.709090909090909
"Fiber, total dietary",1.1,G,clam,3.9285714285714293
"Calcium, Ca",43.0,MG,clam,3.307692307692308
"Iron, Fe",1.29,MG,clam,7.166666666666667
"Magnesium, Mg",20.0,MG,clam,4.761904761904762
"Phosphorus, P",155,MG,clam,12.4
"Potassium, K",187,MG,clam,3.9787234042553195
"Sodium, Na",453,MG,clam,19.695652173913043
"Zinc, Zn",0.79,MG,clam,7.1818181818181825
"Copper, Cu",0.078,MG,clam,8.666666666666668
"Selenium, Se",21.1,UG,clam,38.36363636363637
"Vitamin A, RAE",66.0,UG,clam,7.333333333333333
Vitamin E (alpha-tocopherol),0.71,MG,clam,4.733333333333333
Vitamin D (D2 + D3),0.2,UG,clam,1.0
"Vitamin C, total ascorbic acid",13.1,MG,clam,14.555555555555555
Thiamin,0.159,MG,clam,13.25
Riboflavin,0.095,MG,clam,7.307692307692308
Niacin,2.17,MG,clam,13.5625
Vitamin B-6,0.145,MG,clam,8.529411764705882
Vitamin B-12,4.04,UG,clam,168.33333333333334
"Choline, total",42.2,MG,clam,7.672727272727273
Vitamin K (phylloquinone),8.3,UG,clam,6.916666666666667
"Folate, DFE",21.0,UG,clam,5.25
Cholesterol,25.0,MG,clam,8.333333333333332
"Fatty acids, total saturated",2.22,G,clam,11.100000000000001
Vitamin B-12,0.0,UG,clove,0.0
Cholesterol,0.0,MG,clove,0.0
Vitamin K (phylloquinone),142,UG,clove,118.33333333333333
"Choline, total",37.4,MG,clove,6.799999999999999
Total lipid (fat),13.0,G,clove,16.666666666666664
"Carbohydrate, by difference",65.5,G,clove,23.81818181818182
Niacin,1.56,MG,clove,9.75
Pantothenic acid,0.509,MG,clove,10.18
Vitamin B-6,0.391,MG,clove,23.0
"Folate, DFE",25.0,UG,clove,6.25
"Calcium, Ca",632,MG,clove,48.61538461538461
"Potassium, K",1020.0,MG,clove,21.70212765957447
"Zinc, Zn",2.32,MG,clove,21.09090909090909
"Selenium, Se",7.2,UG,clove,13.090909090909092
Vitamin E (alpha-tocopherol),8.82,MG,clove,58.8
"Fiber, total dietary",33.9,G,clove,121.07142857142857
"Iron, Fe",11.8,MG,clove,65.55555555555556
"Magnesium, Mg",259,MG,clove,61.66666666666667
"Phosphorus, P",104,MG,clove,8.32
"Sodium, Na",277,MG,clove,12.043478260869565
"Copper, Cu",0.368,MG,clove,40.888888888888886
"Manganese, Mn",60.1,MG,clove,2613.04347826087
"Vitamin C, total ascorbic acid",0.2,MG,clove,0.2222222222222222
Thiamin,0.158,MG,clove,13.166666666666668
Riboflavin,0.22,MG,clove,16.92307692307692
"Vitamin A, RAE",8.0,UG,clove,0.8888888888888888
"Fatty acids, total saturated",3.95,G,clove,19.75
Protein,5.97,G,clove,11.94
Vitamin D (D2 + D3),0.0,UG,clove,0.0
Protein,13.2,G,cocktail,26.400000000000002
Total lipid (fat),1.22,G,cocktail,1.564102564102564
"Carbohydrate, by difference",7.92,G,cocktail,2.88
"Fiber, total dietary",0.4,G,cocktail,1.4285714285714286
"Calcium, Ca",58.0,MG,cocktail,4.461538461538462
"Iron, Fe",0.41,MG,cocktail,2.2777777777777777
"Magnesium, Mg",25.0,MG,cocktail,5.952380952380952
"Phosphorus, P",239,MG,cocktail,19.12
"Potassium, K",184,MG,cocktail,3.9148936170212765
"Sodium, Na",502,MG,cocktail,21.82608695652174
"Zinc, Zn",1.01,MG,cocktail,9.181818181818182
"Copper, Cu",0.2,MG,cocktail,22.222222222222225
"Selenium, Se",28.6,UG,cocktail,52.0
"Vitamin A, RAE",53.0,UG,cocktail,5.888888888888888
Vitamin E (alpha-tocopherol),1.52,MG,cocktail,10.133333333333333
Vitamin D (D2 + D3),0.1,UG,cocktail,0.5
"Vitamin C, total ascorbic acid",2.9,MG,cocktail,3.2222222222222223
Thiamin,0.021,MG,cocktail,1.7500000000000002
Riboflavin,0.025,MG,cocktail,1.9230769230769231
Niacin,1.81,MG,cocktail,11.3125
Vitamin B-6,0.157,MG,cocktail,9.23529411764706
Vitamin B-12,0.89,UG,cocktail,37.083333333333336
"Choline, total",79.4,MG,cocktail,14.436363636363636
Vitamin K (phylloquinone),1.4,UG,cocktail,1.1666666666666665
"Folate, DFE",18.0,UG,cocktail,4.5
Cholesterol,119,MG,cocktail,39.666666666666664
"Fatty acids, total saturated",0.247,G,cocktail,1.2349999999999999
Protein,0.21,G,coconut,0.42
Total lipid (fat),2.08,G,coconut,2.666666666666667
"Carbohydrate, by difference",2.92,G,coconut,1.0618181818181818
"Fiber, total dietary",0.0,G,coconut,0.0
"Calcium, Ca",188,MG,coconut,14.461538461538462
"Iron, Fe",0.3,MG,coconut,1.6666666666666667
"Magnesium, Mg",0.0,MG,coconut,0.0
"Phosphorus, P",0.0,MG,coconut,0.0
"Potassium, K",19.0,MG,coconut,0.40425531914893614
"Sodium, Na",19.0,MG,coconut,0.826086956521739
"Zinc, Zn",0.0,MG,coconut,0.0
"Copper, Cu",0.0,MG,coconut,0.0
"Selenium, Se",0.0,UG,coconut,0.0
"Vitamin A, RAE",63.0,UG,coconut,7.000000000000001
Vitamin E (alpha-tocopherol),0.0,MG,coconut,0.0
Vitamin D (D2 + D3),1.0,UG,coconut,5.0
"Vitamin C, total ascorbic acid",0.0,MG,coconut,0.0
Thiamin,0.0,MG,coconut,0.0
Riboflavin,0.0,MG,coconut,0.0
Niacin,0.0,MG,coconut,0.0
Vitamin B-6,0.0,MG,coconut,0.0
Vitamin B-12,0.63,UG,coconut,26.25
"Choline, total",0.0,MG,coconut,0.0
Vitamin K (phylloquinone),0.0,UG,coconut,0.0
"Folate, DFE",0.0,UG,coconut,0.0
Cholesterol,0.0,MG,coconut,0.0
"Fatty acids, total saturated",2.08,G,coconut,10.4
Protein,0.0,G,cod,0.0
Total lipid (fat),0.08,G,cod,0.10256410256410256
"Carbohydrate, by difference",10.2,G,cod,3.709090909090909
"Fiber, total dietary",0.0,G,cod,0.0
"Calcium, Ca",2.0,MG,cod,0.15384615384615385
"Iron, Fe",0.08,MG,cod,0.4444444444444444
"Magnesium, Mg",1.0,MG,cod,0.2380952380952381
"Phosphorus, P",2.0,MG,cod,0.16
"Potassium, K",11.0,MG,cod,0.23404255319148937
"Sodium, Na",2.0,MG,cod,0.08695652173913043
"Zinc, Zn",0.03,MG,cod,0.2727272727272727
"Copper, Cu",0.013,MG,cod,1.4444444444444444
"Selenium, Se",0.2,UG,cod,0.36363636363636365
"Vitamin A, RAE",0.0,UG,cod,0.0
Vitamin E (alpha-tocopherol),0.17,MG,cod,1.1333333333333333
Vitamin D (D2 + D3),0.0,UG,cod,0.0
"Vitamin C, total ascorbic acid",31.8,MG,cod,35.333333333333336
Thiamin,0.001,MG,cod,0.08333333333333334
Riboflavin,0.001,MG,cod,0.07692307692307693
Niacin,0.034,MG,cod,0.21250000000000002
Vitamin B-6,0.0,MG,cod,0.0
Vitamin B-12,0.0,UG,cod,0.0
"Choline, total",0.8,MG,cod,0.14545454545454548
Vitamin K (phylloquinone),0.8,UG,cod,0.6666666666666667
"Folate, DFE",0.0,UG,cod,0.0
Cholesterol,0.0,MG,cod,0.0
"Fatty acids, total saturated",0.007,G,cod,0.034999999999999996
Protein,0.12,G,coffee,0.24
Total lipid (fat),0.02,G,coffee,0.02564102564102564
"Carbohydrate, by difference",0.0,G,coffee,0.0
"Fiber, total dietary",0.0,G,coffee,0.0
"Calcium, Ca",2.0,MG,coffee,0.15384615384615385
"Iron, Fe",0.01,MG,coffee,0.05555555555555555
"Magnesium, Mg",3.0,MG,coffee,0.7142857142857143
"Phosphorus, P",3.0,MG,coffee,0.24
"Potassium, K",49.0,MG,coffee,1.0425531914893618
"Sodium, Na",2.0,MG,coffee,0.08695652173913043
"Zinc, Zn",0.02,MG,coffee,0.18181818181818182
"Copper, Cu",0.002,MG,coffee,0.2222222222222222
"Selenium, Se",0.0,UG,coffee,0.0
"Vitamin A, RAE",0.0,UG,coffee,0.0
Vitamin E (alpha-tocopherol),0.01,MG,coffee,0.06666666666666667
Vitamin D (D2 + D3),0.0,UG,coffee,0.0
"Vitamin C, total ascorbic acid",0.0,MG,coffee,0.0
Thiamin,0.014,MG,coffee,1.1666666666666667
Riboflavin,0.076,MG,coffee,5.846153846153846
Niacin,0.191,MG,coffee,1.19375
Vitamin B-6,0.001,MG,coffee,0.05882352941176471
Vitamin B-12,0.0,UG,coffee,0.0
"Choline, total",2.6,MG,coffee,0.4727272727272728
Vitamin K (phylloquinone),0.1,UG,coffee,0.08333333333333334
"Folate, DFE",2.0,UG,coffee,0.5
Cholesterol,0.0,MG,coffee,0.0
"Fatty acids, total saturated",0.002,G,coffee,0.01
Protein,3.02,G,collard greens,6.04
Total lipid (fat),0.61,G,collard greens,0.782051282051282
"Carbohydrate, by difference",5.42,G,collard greens,1.970909090909091
"Fiber, total dietary",4.0,G,collard greens,14.285714285714285
"Calcium, Ca",232,MG,collard greens,17.846153846153847
"Iron, Fe",0.47,MG,collard greens,2.6111111111111107
"Magnesium, Mg",27.0,MG,collard greens,6.428571428571428
"Phosphorus, P",25.0,MG,collard greens,2.0
"Potassium, K",213,MG,collard greens,4.531914893617022
"Sodium, Na",17.0,MG,collard greens,0.7391304347826086
"Zinc, Zn",0.21,MG,collard greens,1.909090909090909
"Copper, Cu",0.046,MG,collard greens,5.111111111111111
"Selenium, Se",1.3,UG,collard greens,2.3636363636363638
"Vitamin A, RAE",251,UG,collard greens,27.88888888888889
Vitamin E (alpha-tocopherol),2.26,MG,collard greens,15.066666666666665
Vitamin D (D2 + D3),0.0,UG,collard greens,0.0
"Vitamin C, total ascorbic acid",35.3,MG,collard greens,39.22222222222222
Thiamin,0.054,MG,collard greens,4.5
Riboflavin,0.13,MG,collard greens,10.0
